unit: cm^{-1}, only max(dg)>1.000e-04 are saved; dg/dQ_alpha * Q_alpha 
mode:    8 freq=   12.8000 
 -2.4308993e-03  -3.6944117e-03   1.8978486e-03 
 -2.8236532e-03   1.5009815e-03   8.7550132e-05 
  1.0964913e-03   5.0411135e-04   3.4037204e-04 
mode:    9 freq=   26.3200 
 -3.9566771e-03   3.0895610e-03  -1.0062565e-03 
  3.6488368e-03  -4.3960673e-03   2.9140830e-04 
 -8.3191055e-04   4.6811977e-04  -1.6641678e-03 
mode:   10 freq=   42.4000 
  9.0222547e-05   1.9211627e-03   2.1654185e-04 
  1.9967005e-03  -2.2450232e-03  -1.0351169e-03 
  5.1065231e-04  -1.1273862e-03  -7.9560160e-04 
mode:   11 freq=   43.0900 
  2.4043630e-03  -1.0438852e-04  -1.4850702e-04 
 -4.0826498e-04  -2.1879410e-03  -8.3142286e-04 
  5.7820398e-05  -7.8612827e-04  -1.4532493e-03 
mode:   12 freq=   43.6400 
 -3.8677736e-03   1.2981312e-03  -7.5251596e-04 
  8.6040032e-04  -1.7217567e-03   3.4027809e-04 
 -5.0183792e-04   1.3644752e-04  -1.1176726e-03 
mode:   13 freq=   68.8400 
  5.3017347e-04   1.7844520e-03  -7.5590653e-04 
  1.5155600e-03  -2.8075429e-03  -4.6543302e-04 
 -7.7005410e-04  -6.2138432e-04  -1.1019174e-03 
mode:   14 freq=   76.0900 
  6.5438859e-04  -1.1310950e-03   2.5547274e-04 
 -1.4813975e-03   1.1610399e-03  -3.3797337e-04 
 -1.9393373e-04  -2.0636474e-04   1.2714533e-03 
mode:   15 freq=   76.6500 
  1.7819635e-04  -1.4687387e-03   7.6262198e-04 
 -1.1176615e-03   6.2288669e-04  -1.9593780e-04 
  1.1293259e-03  -2.5829802e-04  -5.8066031e-04 
mode:   16 freq=   76.9200 
 -2.6194052e-04   1.2627447e-03   1.0506969e-03 
  1.2732844e-03  -1.0349652e-04  -9.3548616e-04 
  7.5190342e-04  -7.3447124e-04   4.2142673e-04 
mode:   17 freq=   82.9200 
  6.6324348e-04   1.2911415e-03   8.8316430e-04 
  1.0243438e-03   6.1004120e-04  -7.1531231e-04 
  1.1593189e-03  -8.2941127e-04   8.7783395e-04 
mode:   18 freq=   83.5600 
 -2.1352636e-04   1.6171606e-03  -5.3287534e-04 
  1.3356971e-03  -1.0288524e-03   5.5129643e-04 
 -6.0561541e-05   2.2808603e-04  -1.5240236e-04 
mode:   19 freq=  103.4400 
 -1.8819918e-03  -9.7509350e-05  -4.8679657e-04 
 -8.4518879e-05  -4.1448107e-04  -1.0430544e-04 
 -7.8629873e-04  -2.3109931e-06  -2.5450180e-04 
mode:   20 freq=  134.8900 
  1.1064061e-04  -4.6565503e-05   3.1632190e-04 
 -2.8945809e-04   2.5035147e-04  -3.4680750e-04 
  4.3734494e-04  -4.3420435e-04  -7.5228112e-05 
mode:   21 freq=  143.8800 
 -1.4099819e-04   2.8190836e-04  -1.8048359e-03 
  5.3774833e-04  -1.2607942e-03   1.6036000e-04 
 -1.8289238e-03   1.9661071e-04   1.8626177e-04 
mode:   22 freq=  145.4100 
 -6.9778597e-04   8.0724436e-04   7.9252170e-04 
  8.5065260e-04   2.3458411e-04  -3.0931537e-04 
  7.8816979e-04  -3.5150152e-04   1.4915911e-04 
mode:   23 freq=  146.6000 
  5.1233004e-04  -5.5051859e-04   3.8797416e-04 
 -4.5950285e-04  -5.5535597e-04  -1.3395879e-04 
 -4.4284848e-05   5.3279668e-05  -2.8637702e-04 
mode:   24 freq=  147.7100 
 -6.6299750e-04   1.4622763e-03   5.1399680e-04 
  8.2026911e-04  -5.8361817e-04  -2.8580637e-04 
  4.9763674e-04  -3.8059123e-04   1.3626057e-04 
mode:   25 freq=  156.8000 
  2.3276047e-04  -8.8773688e-04   1.7789832e-04 
 -4.8141519e-04   1.4197481e-03  -9.3182863e-05 
  6.7222745e-04  -1.4092228e-04   3.0784347e-04 
mode:   26 freq=  178.5000 
  6.3200091e-04  -4.7735301e-04   8.5166630e-04 
 -2.8989322e-04   1.7737064e-04  -1.3536309e-04 
  7.0952354e-04  -8.3945864e-05  -7.9525182e-05 
mode:   27 freq=  181.7100 
  2.1296199e-03  -7.2431539e-04  -2.1341805e-04 
 -7.2525924e-04  -1.6818081e-04  -4.1309814e-05 
 -8.0803132e-04   2.4662139e-04   1.0545453e-04 
mode:   28 freq=  202.1400 
  1.5592586e-04   1.3608100e-03  -3.9119473e-04 
  1.4515381e-03  -1.1942232e-03  -1.4788943e-04 
